Nitrogen,Phosphorus,Potassium,pH_Value,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Quality
151.5,88.09,150.48,9.46,48.2,1.78,5.94,43.74,23.57,780.94,49.76
23.6,33.63,64.57,3.56,39.87,0.8,1.6,10.39,72.07,248.61,47.59
166.64,27.2,50.66,4.78,33.95,0.91,6.08,36.26,72.1,1053.76,54.89
141.12,85.13,32.26,4.9,47.75,0.3,4.35,36.67,74.13,1279.91,48.62
115.47,39.41,97.32,5.33,33.46,0.7,1.81,13.34,95.08,2271.26,70.33
177.95,70.97,18.68,5.86,58.58,0.14,4.95,43.82,42.98,812.79,47.36
140.06,14.77,157.12,4.17,33.97,2.39,0.19,27.34,38.91,2748.7,62.47
40.34,75.58,94.13,6.54,22.45,2.1,2.74,35.03,58.37,2764.98,73.27
85.95,54.9,89.4,6.1,29.55,3.46,6.3,24.93,44.3,1018.49,86.49
98.81,26.86,0.37,7.56,31.95,2.69,6.02,21.08,45.56,691.95,67.06
11.04,49.45,163.57,9.14,20.59,0.94,6.35,29.95,39.83,2294.52,50.08
190.93,69.69,98.57,5.44,13.73,2.51,4.74,41.22,73.7,1429.22,66.29
25.72,1.19,87.98,7.05,28.73,0.14,4.63,32.41,78.74,1485.87,56.22
139.49,63.75,152.28,5.91,54.34,3.45,3.32,32.86,27.93,2371.18,70.3
101.25,54.16,12.58,3.76,19.05,2.19,7.59,21.08,83.91,1288.79,61.18
5.13,22.03,73.34,8.84,24.9,0.51,7.6,18.2,41.44,1498.63,37.96
184.95,75.3,115.15,7.62,46.67,1.79,0.17,31.98,30.57,2324.17,62.71
170.37,30.35,92.12,3.51,9.53,3.3,7.7,15.11,56.55,689.62,57.73
104.85,27.69,36.33,5.12,50.38,2.99,6.98,25.63,69.1,2767.51,64.11
45.79,47.12,59.86,5.51,44.62,1.12,4.89,18.74,77.73,1853.04,56.73
24.32,67.61,60.04,8.77,35.24,1.45,2.66,34.7,68.03,1973.36,57.72
72.68,92.88,198.39,8.44,16.52,3.0,3.42,28.73,95.03,2875.82,56.94
51.09,14.14,65.24,6.07,10.1,3.16,6.8,13.51,21.63,209.88,64.7
101.34,39.65,41.04,4.52,17.74,3.21,1.27,29.6,92.92,698.07,77.46
193.28,6.7,164.53,6.01,46.88,3.32,5.0,31.05,78.67,1905.53,53.66
114.99,75.86,84.23,8.77,56.34,1.8,1.92,20.17,94.89,383.2,59.87
177.99,44.77,88.77,6.44,45.58,3.03,3.09,21.58,39.95,1195.86,78.07
130.18,70.69,109.78,4.25,34.02,1.28,0.14,40.62,35.21,1821.54,67.71
95.05,32.22,119.14,3.75,57.29,2.95,7.76,13.91,99.74,447.55,57.41
170.92,84.43,118.11,5.67,50.57,1.28,0.96,43.88,55.65,1106.62,63.74
94.27,53.48,6.9,4.46,41.07,2.17,6.13,17.48,41.84,1605.78,66.4
173.73,94.36,163.77,8.34,7.08,1.69,4.54,18.46,83.38,2230.35,47.49
58.32,7.88,38.97,5.31,20.83,3.14,6.64,23.69,62.95,138.61,63.36
25.76,51.43,58.47,9.2,21.95,0.33,4.17,43.18,69.6,516.53,46.94
171.06,76.65,34.69,7.51,24.1,3.33,7.88,41.36,24.38,1073.28,62.05
117.48,60.02,153.42,6.06,26.42,1.67,4.9,36.13,73.24,188.29,69.25
177.82,2.32,116.73,7.47,56.67,1.74,4.97,37.81,75.33,1527.76,49.86
187.57,97.23,151.06,5.42,45.8,2.91,7.37,28.26,30.99,2508.0,54.65
10.73,29.83,130.68,4.42,43.06,2.37,2.14,41.67,79.57,1750.48,56.47
100.19,24.93,20.83,9.77,28.46,3.34,2.97,14.46,25.58,2779.68,66.56
74.99,48.57,60.3,7.16,23.57,1.96,5.35,28.97,27.49,1611.43,76.95
125.17,54.22,101.45,3.55,11.58,2.0,1.21,38.75,70.14,1608.96,71.66
158.72,76.63,60.99,5.52,29.94,3.4,6.5,29.95,95.6,2465.92,66.96
56.12,39.33,41.46,4.54,16.29,3.25,4.78,38.51,55.36,2881.59,62.79
111.36,44.0,173.96,5.18,26.51,0.81,6.06,15.85,32.91,2686.9,59.85
141.75,53.5,149.56,3.86,13.6,1.14,7.92,11.35,79.64,493.6,50.38
26.89,39.44,69.04,5.09,23.92,2.23,7.82,29.55,67.17,2985.35,65.3
162.81,91.45,153.0,7.94,7.36,3.29,3.64,34.4,97.87,1061.57,62.11
121.22,85.13,125.51,8.83,5.33,2.02,2.32,29.46,31.17,1000.64,61.95
189.91,45.5,0.76,5.76,52.85,2.59,5.11,22.73,81.46,2157.22,53.09
67.91,0.02,76.05,6.9,40.27,0.42,5.72,35.29,40.9,1459.8,54.93
21.63,90.09,58.1,3.77,37.32,1.88,2.43,42.56,92.96,266.0,49.17
101.3,12.43,43.58,4.09,33.26,0.6,2.32,29.95,83.08,2503.44,61.6
17.16,24.45,50.32,7.09,44.97,0.99,1.8,15.96,56.51,2593.56,54.94
193.91,15.24,188.47,8.96,45.49,0.67,7.28,28.25,23.58,2534.62,33.88
7.74,17.98,97.26,4.07,56.44,0.66,0.9,36.27,74.72,1644.42,51.5
150.7,80.29,169.54,6.22,18.44,3.47,2.05,16.92,56.95,885.55,69.66
105.02,57.95,42.84,9.81,48.19,1.11,5.03,25.52,83.84,2564.55,56.54
73.72,95.61,34.88,8.3,59.51,2.02,3.79,33.4,79.25,2693.65,53.16
13.17,23.15,177.76,4.78,6.6,0.17,1.05,12.76,79.86,2755.12,42.18
124.43,48.56,99.14,5.35,25.57,2.84,2.39,17.15,33.72,2027.14,83.12
117.04,97.74,179.03,9.66,28.98,2.41,3.32,35.25,54.91,1606.24,60.08
56.18,82.64,12.61,4.94,50.2,0.88,7.67,20.95,57.6,8.6,47.46
182.04,72.86,183.29,6.37,5.76,0.22,3.23,13.27,82.79,372.71,51.97
60.82,18.9,83.09,5.81,37.92,1.03,1.01,36.08,52.45,1459.41,71.57
89.95,76.94,31.07,6.69,54.09,2.24,7.78,17.3,89.23,2171.89,64.08
108.75,34.76,136.68,5.04,13.12,0.15,3.53,13.59,42.01,149.13,57.33
20.05,53.05,159.38,7.84,11.36,0.36,1.2,31.85,98.89,1619.7,46.5
186.43,60.92,9.47,5.02,59.99,1.49,4.93,41.86,27.07,1371.79,50.41
74.91,60.94,197.44,7.41,50.43,0.7,6.49,26.7,59.76,430.68,62.34
16.16,72.65,139.41,5.83,43.36,2.25,5.71,17.83,67.11,1252.34,58.79
77.46,66.17,64.28,5.13,26.94,0.69,2.56,30.37,55.4,1067.84,74.33
120.04,6.84,30.26,8.02,51.97,3.48,1.99,32.24,63.87,2452.93,68.13
102.73,45.73,78.51,9.77,55.75,1.58,7.07,42.83,82.28,587.87,50.14
138.91,66.4,44.11,9.15,45.28,0.6,1.63,43.89,33.62,2954.27,49.28
11.1,29.6,98.83,4.06,26.9,0.35,6.08,22.0,95.82,2707.31,47.9
56.91,31.31,156.38,6.45,37.09,1.53,0.28,35.76,51.4,2195.22,70.26
163.85,12.46,132.03,8.02,10.42,2.85,3.41,40.14,69.79,2400.31,61.43
15.98,41.86,87.19,7.16,13.69,1.59,7.88,32.31,55.31,290.87,58.92
171.1,98.68,23.79,8.22,48.07,0.58,5.11,39.79,67.95,2307.29,39.58
18.38,28.53,191.43,9.84,6.61,1.76,2.55,28.27,77.99,602.72,52.94
166.89,53.14,54.07,5.72,7.71,1.25,5.63,30.98,60.57,2652.62,59.5
72.16,74.32,55.57,8.51,32.94,1.81,2.89,13.52,28.92,1195.54,63.95
122.44,1.35,129.1,4.11,14.38,1.43,7.52,23.37,46.66,2061.48,58.28
30.58,90.04,154.1,9.15,21.15,2.3,1.96,10.49,84.39,2318.25,53.08
13.23,38.66,196.83,8.56,26.94,2.83,2.63,36.12,65.58,1531.97,63.3
43.19,86.91,193.83,6.89,33.72,3.11,5.54,24.04,80.68,1265.68,72.19
25.57,3.89,182.75,8.84,20.59,2.62,6.38,41.46,91.05,1259.36,50.39
62.48,14.57,87.06,7.83,31.6,1.31,4.65,13.63,55.09,2608.05,66.23
102.88,32.25,33.33,7.09,25.39,1.62,2.39,10.77,48.24,2928.74,73.91
117.75,34.55,116.89,9.65,9.46,2.28,4.63,23.13,28.92,2113.06,62.46
157.97,84.78,3.45,4.35,52.69,0.85,1.83,44.07,41.66,1394.49,52.08
131.25,1.12,39.25,9.95,20.48,2.49,0.55,43.96,53.73,706.25,54.12
121.75,64.11,0.51,4.5,38.52,2.31,7.37,33.79,30.58,1519.71,61.33
82.36,13.13,36.11,6.62,36.34,2.33,3.9,18.87,29.05,401.43,70.14
94.76,82.32,94.95,5.0,15.95,1.23,3.89,26.81,55.62,2657.7,68.63
82.9,77.86,78.66,5.27,6.65,2.15,5.98,44.15,49.79,2499.24,61.6
168.43,49.99,73.86,7.61,52.13,0.77,4.52,37.95,87.72,2330.29,58.35
46.0,21.27,166.19,3.73,32.37,0.74,3.69,33.38,22.25,362.75,50.6
1.14,63.45,135.0,9.61,27.8,2.71,6.38,42.51,81.05,1567.22,58.83
130.26,15.63,187.29,5.32,46.96,1.39,3.85,34.32,36.68,1354.57,59.05
40.49,19.0,89.07,5.27,6.82,1.95,7.31,20.34,90.36,688.42,56.63
178.02,62.67,54.45,9.11,47.09,1.1,2.52,29.7,42.68,1987.25,54.37
171.81,99.12,24.54,8.47,27.49,0.9,0.37,19.36,64.05,2727.82,51.32
15.35,89.11,134.41,7.87,35.34,2.75,1.28,29.84,40.3,1719.55,63.32
21.28,59.31,168.35,4.45,46.38,2.8,6.57,43.66,52.96,2749.88,51.9
99.03,53.85,36.75,8.5,35.07,2.94,7.42,27.71,39.06,2532.69,73.32
121.84,99.84,175.75,5.84,8.4,3.01,0.69,27.72,49.85,1249.17,72.72
54.98,54.74,105.26,9.96,45.07,1.5,7.28,19.91,89.19,153.36,56.08
143.36,42.01,28.82,7.86,48.25,2.85,7.56,17.89,75.57,1362.68,65.84
118.98,90.96,128.57,8.93,30.4,1.28,6.06,13.84,46.78,1372.59,54.92
64.96,23.42,104.01,8.27,29.15,0.28,6.11,33.15,88.36,1133.93,60.62
5.07,9.75,5.64,7.36,18.86,2.44,0.11,29.81,24.11,666.53,58.63
150.03,63.41,79.85,8.16,40.43,0.78,1.86,28.02,76.41,1477.03,65.95
42.95,9.58,156.96,7.38,53.51,1.64,1.8,42.78,70.12,2274.63,57.59
166.89,37.31,111.08,3.83,41.08,0.66,4.69,32.47,49.96,1534.78,52.95
84.06,42.36,56.41,5.75,47.42,1.43,5.29,22.61,53.01,1004.83,71.31
115.42,54.75,185.73,5.56,51.06,3.11,7.22,19.0,50.33,392.95,65.23
174.59,99.17,47.56,8.14,17.44,2.18,3.96,26.68,71.28,2018.37,63.03
172.72,22.1,50.55,7.25,27.12,0.6,4.06,21.31,39.04,2597.76,54.35
74.3,37.58,70.93,7.47,28.98,2.57,0.53,21.86,99.58,1515.58,84.0
41.78,13.22,178.91,9.01,35.74,2.98,7.98,34.18,20.23,396.52,50.77
155.03,60.76,101.53,6.91,7.71,0.67,7.57,20.16,57.27,687.87,61.47
86.62,72.77,136.44,4.92,37.36,2.63,0.67,10.54,38.35,2128.76,75.66
38.41,48.21,195.25,3.58,9.87,1.97,4.51,22.29,48.36,407.69,48.93
180.89,24.58,156.66,4.54,49.36,2.15,2.85,42.62,89.05,1527.68,59.66
39.62,62.09,34.52,3.7,57.97,3.29,3.48,33.04,48.58,91.98,63.21
5.16,53.92,157.67,5.04,20.94,0.22,5.25,28.06,37.12,894.48,59.5
4.06,17.12,149.67,7.63,32.86,2.27,3.42,25.45,49.35,535.24,61.05
124.46,40.57,46.52,4.48,50.28,0.38,4.02,39.62,45.6,1302.7,54.58
132.34,43.52,65.07,4.03,22.31,2.78,2.26,14.33,60.63,1971.98,66.17
62.21,98.26,142.03,9.81,13.68,3.15,0.75,20.8,91.99,1124.39,62.19
64.0,84.93,47.68,9.98,45.65,0.39,6.07,29.86,75.7,2006.19,41.61
67.9,73.44,41.64,7.64,43.41,0.19,3.09,33.3,88.01,1425.84,60.51
136.03,88.88,140.69,4.21,36.35,3.35,7.1,21.16,44.09,2292.79,68.95
11.63,73.55,176.12,8.84,56.94,3.25,7.57,38.19,22.37,409.22,42.29
185.82,90.34,15.0,7.0,57.53,3.24,0.8,21.19,48.95,1920.06,67.68
44.5,5.46,89.18,4.68,52.39,3.29,5.51,11.12,76.56,2623.92,56.71
199.93,45.61,121.44,7.24,21.12,1.8,6.58,27.82,42.07,2716.96,60.68
34.3,74.69,135.26,3.76,17.4,3.42,5.21,44.83,42.12,2707.96,57.91
154.31,58.33,199.24,9.82,50.97,3.13,2.7,21.59,27.44,2745.93,60.06
44.68,17.52,136.54,8.87,40.82,0.43,2.35,21.05,36.65,2659.63,54.81
16.17,34.05,124.03,5.2,26.79,2.86,3.75,27.05,78.64,2330.32,69.88
174.99,31.78,197.95,6.22,27.54,2.52,2.15,16.27,60.62,593.03,68.54
171.75,26.13,12.13,6.07,51.93,0.56,7.18,31.06,25.37,1505.76,51.96
80.71,34.31,14.89,9.1,13.98,2.61,0.49,24.75,99.78,815.93,63.42
140.48,51.49,112.14,5.81,56.92,1.75,0.99,24.1,65.39,1028.44,73.56
111.41,85.49,71.73,3.81,39.83,3.0,4.89,34.57,32.44,2672.74,63.12
170.59,74.2,19.34,4.9,48.52,2.88,5.3,16.51,23.88,2862.32,53.37
63.01,83.52,61.29,4.9,25.4,3.3,5.91,44.95,64.61,326.71,65.38
104.73,88.36,134.87,9.67,37.28,0.36,2.28,29.16,40.23,1439.95,62.23
97.07,41.62,176.12,9.51,46.25,2.51,2.43,16.24,40.07,982.27,66.52
70.78,34.6,18.86,5.45,28.93,1.38,3.37,12.9,59.61,972.52,65.25
178.29,5.76,108.03,3.52,31.84,2.74,1.95,36.38,57.14,1734.56,65.02
33.18,93.05,59.22,6.86,37.01,2.15,3.08,18.07,48.79,1416.41,69.66
29.9,6.58,133.47,8.68,8.49,1.78,5.61,35.9,84.73,2993.1,47.83
115.38,74.11,109.89,5.25,52.48,0.11,4.04,35.21,52.0,2118.1,60.97
131.5,37.81,185.34,6.35,52.67,2.16,7.74,44.89,55.87,2929.43,57.22
38.92,94.88,7.54,4.62,20.48,1.53,4.68,13.12,70.26,341.16,49.4
78.14,41.96,94.01,5.63,53.39,1.23,2.7,29.27,77.19,1718.48,68.85
189.31,81.66,38.55,8.43,45.99,3.46,1.54,34.39,49.73,2918.83,53.26
49.32,28.27,107.36,6.28,31.58,2.48,1.84,16.74,61.65,993.42,77.36
133.67,29.91,170.72,6.41,24.13,1.94,0.23,37.23,60.17,1563.89,80.04
148.03,59.55,182.26,8.63,26.97,3.05,3.59,28.12,90.32,2226.91,68.73
89.63,99.8,79.65,8.46,34.39,0.87,7.68,23.07,53.39,2328.08,57.17
187.51,51.76,162.36,4.72,27.69,2.21,6.24,22.69,56.84,2584.36,61.01
147.33,93.63,56.1,6.2,28.11,3.03,2.48,22.8,66.06,2233.37,71.22
91.58,78.62,1.26,9.02,16.17,0.52,6.41,37.12,73.22,2938.03,49.67
113.87,79.59,171.05,6.47,43.93,0.9,7.46,43.62,20.08,2227.14,59.58
138.52,43.6,23.88,7.8,38.53,0.38,5.41,32.96,72.14,174.96,54.66
118.44,38.65,3.52,5.49,59.55,3.47,4.14,17.69,32.18,2179.73,67.42
175.74,19.19,70.76,3.89,12.77,2.08,1.17,14.24,98.07,1105.79,55.17
71.38,96.39,75.88,4.57,11.26,1.76,0.73,12.93,48.63,1508.93,64.87
59.98,95.94,15.44,6.11,33.38,1.25,1.83,29.76,58.55,1307.38,68.64
42.77,74.71,162.84,5.8,13.36,1.63,5.34,41.08,25.46,1716.92,55.73
7.56,29.63,81.12,9.32,38.58,2.74,1.32,24.38,89.77,2669.95,63.21
8.6,24.52,97.98,7.05,15.79,3.22,4.31,15.27,39.81,529.01,65.95
174.01,98.86,52.93,7.58,31.56,0.46,3.55,25.57,44.52,2362.75,58.42
135.68,6.65,102.3,7.98,38.62,1.12,5.07,37.78,69.66,2878.18,59.84
132.11,84.36,153.35,6.96,30.19,0.74,0.51,37.25,20.61,2042.42,60.88
122.93,35.55,181.24,8.5,22.6,1.58,7.84,23.88,99.26,2217.45,57.39
169.84,41.89,194.11,8.59,48.03,1.9,5.55,26.84,60.59,1152.23,60.12
96.05,83.2,85.34,5.78,52.01,2.55,5.8,32.09,86.76,1528.62,70.39
174.08,9.06,198.01,4.05,20.29,3.08,0.23,27.93,92.57,2210.99,59.48
71.89,35.42,58.99,9.91,49.74,1.94,0.73,18.51,20.03,1611.26,60.83
185.34,95.2,1.4,7.68,26.54,1.76,5.53,37.09,54.26,93.47,46.75
139.73,69.91,153.52,8.11,31.82,2.06,0.97,25.31,91.18,1881.89,73.63
51.44,75.49,35.69,8.42,17.75,3.12,7.17,22.02,75.4,2863.35,59.42
112.82,75.75,10.49,7.48,39.41,2.31,5.01,19.86,79.14,2127.64,67.12
106.61,6.06,184.8,6.56,10.55,2.78,0.66,40.73,64.12,2677.5,71.24
27.58,20.32,158.36,9.9,37.54,2.55,4.95,20.44,98.09,634.29,50.37
118.25,49.13,20.53,8.23,59.43,3.24,6.44,34.56,28.26,1540.58,61.97
62.96,36.82,155.38,9.0,46.44,2.88,6.43,20.53,89.62,1301.3,62.66
10.47,41.09,168.8,6.36,54.23,1.26,3.27,18.66,74.22,1920.46,62.64
189.73,78.14,181.06,9.38,30.53,3.0,3.73,24.63,63.82,431.77,56.71
128.3,1.47,108.74,8.26,12.82,1.69,5.92,42.99,73.52,1314.9,59.47
175.38,66.05,140.68,8.35,20.87,2.98,7.01,39.0,82.73,2085.51,58.44
135.21,0.01,152.45,4.07,7.7,3.18,6.37,19.7,34.82,1580.1,55.27
71.4,6.31,137.73,7.51,32.6,2.43,4.81,22.67,37.65,372.74,67.07
102.54,40.83,129.37,5.68,40.73,2.54,5.83,31.29,39.6,1614.19,77.8
135.15,84.09,109.51,7.85,28.35,0.58,5.25,24.96,47.73,2205.82,63.21
192.05,14.5,95.84,7.19,35.98,1.2,4.66,40.53,65.28,1992.63,55.54
50.73,55.46,199.23,4.22,22.64,2.0,7.37,29.2,92.88,2361.01,54.33
175.0,67.85,67.51,6.94,9.72,0.11,5.22,40.17,40.33,1040.7,50.17
184.82,22.95,17.65,6.43,28.76,2.98,3.12,18.95,64.27,2343.03,74.09
134.08,51.23,153.01,8.55,35.13,1.36,7.8,33.97,98.14,1797.43,55.78
186.25,91.14,42.76,6.77,59.04,2.56,7.6,24.46,74.17,2217.24,54.03
79.58,51.22,106.54,6.63,24.1,2.72,6.27,13.7,54.31,1367.71,78.92
190.6,15.73,19.16,8.18,42.28,1.96,0.36,23.37,25.95,582.32,58.55
140.56,62.78,123.86,7.85,50.24,2.79,5.86,21.9,45.9,2972.42,69.51
8.4,59.22,188.8,9.95,23.45,2.42,0.34,21.26,45.72,2432.08,56.4
181.37,2.7,144.54,5.79,56.15,1.32,0.68,31.96,73.91,2287.32,52.81
96.89,9.06,42.91,7.97,23.64,2.87,2.88,24.21,33.69,2758.34,72.63
92.07,15.68,194.23,4.59,58.34,2.26,2.6,13.93,59.46,2923.54,57.34
113.29,13.63,61.42,8.73,5.12,0.64,4.55,17.37,51.97,1117.36,55.36
29.88,25.95,87.32,8.61,39.88,2.73,2.03,27.77,31.22,260.06,62.2
93.83,45.41,99.62,8.22,48.45,2.4,1.67,28.09,91.08,2091.65,79.72
166.23,37.17,198.14,4.27,20.4,1.07,5.37,11.29,69.7,2589.62,52.34
3.1,89.06,13.78,9.92,11.44,2.96,3.6,16.13,73.88,2074.98,45.65
54.58,61.21,139.35,9.63,6.34,1.37,0.52,33.0,51.62,1666.3,58.33
0.49,87.61,72.39,5.91,9.09,1.98,3.59,22.38,87.02,1637.93,59.94
83.14,52.7,15.67,7.25,34.87,1.27,6.09,21.72,94.1,418.7,67.0
145.66,8.99,187.01,9.28,51.15,2.56,0.63,11.64,21.98,639.27,52.34
159.75,46.33,117.97,6.72,8.47,2.08,7.33,23.57,55.99,504.91,69.13
189.04,82.2,150.7,7.39,11.22,1.7,3.86,12.05,73.71,1223.46,57.9
121.7,19.41,48.08,7.42,5.28,0.17,4.15,19.89,86.95,1586.11,57.02
50.93,9.12,152.31,7.72,20.53,2.16,2.47,13.97,83.04,1504.24,62.19
184.83,32.94,165.7,7.24,55.67,2.22,5.21,39.32,98.44,852.19,60.93
155.06,38.89,86.17,6.14,20.2,0.72,0.27,16.94,80.66,580.21,66.45
114.89,30.63,114.39,7.01,29.24,1.23,5.93,14.42,30.01,1794.99,69.04
139.13,13.52,194.37,9.16,14.84,3.09,0.88,39.72,32.75,983.33,60.38
184.86,25.08,169.35,9.12,11.4,1.97,3.61,31.77,96.17,280.59,46.12
142.48,68.23,88.97,8.52,15.03,1.58,1.26,43.29,21.94,1789.99,64.28
73.67,38.59,132.91,6.19,16.57,3.28,1.44,31.94,50.16,2370.3,82.1
142.61,63.25,156.85,8.61,12.17,2.86,3.77,33.67,54.51,168.93,69.1
8.06,53.63,4.87,6.02,48.54,0.43,0.62,22.65,40.75,1001.28,56.47
77.28,54.91,117.67,7.82,31.25,3.02,1.28,36.1,78.4,581.83,83.03
81.26,24.85,196.91,7.19,34.69,0.61,4.39,30.38,86.63,2086.9,59.88
33.37,52.15,189.44,5.45,25.61,0.69,5.6,15.56,96.51,2645.07,51.45
4.62,2.36,166.49,6.44,16.59,0.36,2.94,15.44,97.37,541.56,53.83
26.68,43.17,21.24,8.9,10.16,1.74,6.94,32.52,51.34,2782.7,46.94
130.92,57.26,198.81,9.43,9.18,2.29,1.37,19.52,95.65,844.76,63.68
160.46,18.2,121.91,4.83,15.18,2.66,4.53,29.04,58.83,574.5,63.3
197.64,25.66,44.58,6.47,51.76,0.19,0.81,16.74,86.66,2925.99,55.96
69.27,21.95,134.85,6.32,16.91,0.7,1.42,24.68,83.02,2333.51,67.05
119.88,7.06,171.3,6.68,24.52,2.21,7.28,40.19,37.96,1067.58,61.26
187.43,34.79,22.47,9.85,36.5,1.89,7.94,34.17,65.66,1714.75,52.65
33.41,97.9,183.29,6.87,33.13,0.27,7.98,27.06,97.7,1635.02,50.22
143.53,35.39,184.04,8.9,41.62,3.28,6.42,27.2,62.13,410.34,66.27
151.0,46.05,2.69,7.82,15.69,2.68,1.68,23.56,61.8,2819.66,64.69
17.8,65.31,180.06,4.2,33.82,1.32,2.36,32.83,70.16,1713.69,55.52
172.25,64.85,189.36,8.02,47.23,1.92,0.8,16.59,94.31,2204.6,56.33
162.62,94.99,7.54,7.71,26.31,1.37,0.53,21.8,51.03,2389.2,58.63
6.68,85.76,58.83,8.43,58.45,1.65,5.89,33.79,23.04,1704.46,43.43
18.22,79.4,74.62,3.98,36.79,2.13,4.37,35.27,34.43,1018.29,57.31
9.83,95.16,69.78,5.07,42.12,1.45,5.32,41.01,96.82,1622.31,47.51
66.95,23.08,151.8,8.5,30.25,2.21,4.68,20.67,40.89,2934.97,66.76
101.86,61.71,71.62,5.91,52.18,1.68,0.19,39.85,79.5,2409.3,67.73
106.47,88.72,191.32,9.42,29.83,2.33,2.63,38.84,50.69,2998.67,61.59
53.53,62.41,199.0,6.86,56.83,0.99,5.56,10.36,23.01,419.26,51.46
182.32,97.74,63.36,3.51,21.91,0.68,6.9,33.54,46.46,297.77,44.47
73.65,10.04,101.76,8.04,52.62,0.15,1.32,36.85,53.03,2120.5,60.02
9.11,43.93,111.54,6.84,40.16,2.15,1.03,10.14,38.53,1992.91,73.55
60.05,97.74,115.88,5.56,48.95,3.43,7.68,27.28,97.55,953.64,66.34
106.22,37.96,74.84,3.63,7.07,1.53,7.74,43.35,99.26,1305.78,60.03
81.64,73.96,33.2,4.79,20.25,0.82,6.03,43.38,42.12,545.9,47.32
54.77,3.04,10.91,4.55,51.59,0.14,0.57,35.92,96.75,1125.93,47.96
26.26,69.48,21.27,7.29,22.51,1.84,5.08,39.11,93.6,2786.32,58.66
163.83,93.46,180.26,8.5,44.2,3.48,1.11,20.76,95.91,1088.66,61.38
199.23,38.27,56.08,5.02,59.57,3.44,6.78,26.14,78.92,620.35,59.45
65.91,2.13,15.36,8.04,14.74,0.44,2.5,44.83,59.1,793.09,42.52
76.32,2.79,124.71,9.35,27.97,2.88,3.85,38.26,52.92,1509.58,61.03
123.61,89.2,15.06,7.54,14.08,0.69,1.58,11.56,22.28,1425.66,54.24
143.69,72.25,14.01,8.54,13.49,2.85,5.83,11.91,37.13,286.62,59.31
78.41,10.67,124.31,4.83,39.82,3.0,4.07,30.29,79.15,328.9,70.14
180.99,5.46,118.28,3.99,15.53,0.13,5.68,23.07,29.07,716.58,42.18
112.0,80.48,8.3,5.88,31.55,0.91,2.63,18.26,21.05,2194.33,62.41
90.08,80.99,92.1,8.11,58.79,0.29,3.08,21.2,83.3,1352.08,63.88
129.33,12.05,87.15,7.96,23.32,1.8,7.18,43.56,51.35,358.83,59.82
190.56,30.15,109.34,9.71,53.05,0.19,2.11,21.25,51.64,2044.22,48.85
158.91,78.0,147.57,7.59,26.8,2.23,7.23,22.66,41.74,38.73,67.01
8.0,52.54,56.56,6.17,19.46,2.0,0.7,25.8,87.2,1786.91,64.65
66.46,95.66,86.56,8.68,23.49,1.39,1.36,15.63,85.38,1038.38,59.4
94.11,48.11,158.55,4.49,12.02,1.67,5.34,23.63,60.45,145.1,64.81
62.9,67.7,184.51,8.78,42.34,3.47,7.95,32.63,67.01,369.37,65.82
140.04,50.98,178.26,5.88,33.0,0.67,7.48,19.07,39.66,2245.28,58.55
165.25,94.3,95.53,4.5,38.76,2.59,4.12,31.8,31.54,739.89,62.91
146.27,39.87,104.17,4.55,21.67,2.29,4.27,18.57,46.58,818.25,69.82
197.87,22.98,105.82,9.89,40.94,2.36,4.63,37.53,82.13,1462.14,55.28
54.51,32.66,173.74,7.55,14.05,1.28,6.36,42.81,91.42,468.33,53.73
175.0,85.28,167.99,4.63,40.89,0.84,4.45,25.55,53.36,2906.64,51.32
153.32,49.79,62.31,5.25,9.46,2.31,1.03,43.72,91.78,1140.38,64.91
72.44,35.43,32.57,5.92,27.02,3.2,6.72,33.25,43.55,1338.01,75.86
146.82,54.43,75.79,3.86,38.54,3.42,7.09,34.91,50.46,218.1,64.15
20.82,13.32,57.68,4.2,52.04,1.74,7.35,27.9,45.44,1672.92,48.82
157.87,0.54,190.16,8.45,49.68,1.55,3.42,17.96,39.33,2393.84,47.45
106.47,28.06,53.18,8.61,33.98,1.29,1.85,42.89,52.09,1264.46,69.72
58.46,60.5,36.24,9.92,53.59,2.85,1.04,43.94,46.99,497.76,55.44
131.16,71.17,179.9,3.94,32.82,0.97,4.24,39.47,37.23,76.28,52.71
128.32,82.66,17.3,9.28,33.44,1.84,2.29,26.22,62.3,1041.85,64.71
41.9,92.67,52.05,5.56,44.63,1.27,3.48,15.99,72.32,2583.29,58.42
6.08,41.21,87.82,5.63,53.28,3.08,0.88,13.14,79.06,302.99,69.2
86.72,74.05,119.02,4.33,38.15,1.06,1.67,27.66,83.27,2868.04,63.06
113.9,7.47,65.53,9.91,56.93,2.43,3.56,20.68,60.61,2621.81,56.55
175.32,5.75,99.25,9.88,17.79,2.1,1.51,39.99,49.09,124.49,50.91
185.64,12.48,39.77,9.12,55.84,1.22,1.88,29.03,41.03,245.85,47.39
105.76,44.86,114.85,4.09,17.19,0.97,0.26,42.22,53.73,1335.27,74.68
150.76,21.13,81.56,8.97,33.95,2.83,0.68,35.39,44.16,240.11,66.07
87.86,28.69,169.85,7.62,48.78,1.84,1.02,25.83,63.93,2860.3,68.08
149.22,64.79,83.15,4.34,49.09,2.18,5.29,36.01,20.97,69.17,55.83
40.96,35.85,88.76,5.2,20.3,3.37,1.28,43.88,57.89,2826.27,72.23
