Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety
103.54,63.16,109.61,25.58,66.4,6.89,1036.28,Maize,Loamy,HQPM-1
53.13,56.83,90.31,26.73,71.6,5.8,1388.03,Soybean,Loamy,MAUS-71
65.24,49.05,54.27,21.52,65.93,7.19,859.76,Rice,Silty,IR64
26.3,38.58,96.58,30.26,51.98,8.48,856.94,Barley,Chalky,DWRB-73
97.55,75.91,103.02,21.51,63.67,6.34,1260.53,Rice,Clay,Swarna
70.43,37.5,122.62,26.3,66.6,7.38,1103.27,Wheat,Silty,HD-2967
98.59,42.23,71.79,24.27,69.9,5.79,2120.93,Vegetables,Peaty,Hybrid-B
48.22,61.4,105.55,25.92,56.34,7.82,636.4,Millet,Chalky,HHB-67
22.97,14.03,45.71,30.04,50.31,6.5,612.19,Potato,Sandy,Kufri Pukhraj
58.26,47.66,104.28,27.08,68.44,7.13,1375.08,Cotton,Clay,Suraj
85.96,44.97,74.75,28.28,56.82,6.46,1244.57,Cotton,Loamy,Bt-2
104.01,62.45,132.98,26.99,82.95,5.87,1611.06,Wheat,Clay,HD-2967
108.58,50.51,92.57,24.35,73.04,7.16,1367.99,Rice,Silty,Basmati-370
74.85,45.5,90.47,18.0,65.8,6.87,1274.6,Maize,Loamy,Pioneer-3396
51.48,23.24,44.62,33.77,49.89,5.87,704.56,Groundnut,Sandy,JL-24
82.7,23.76,55.34,18.97,84.62,5.55,1903.37,Tea,Peaty,UPASI-9
88.11,60.77,96.16,24.79,67.02,7.25,1721.78,Maize,Silty,HQPM-1
66.1,23.61,50.27,32.22,35.48,6.6,770.35,Groundnut,Sandy,TAG-24
83.17,33.21,93.87,22.49,67.96,7.22,1478.85,Vegetables,Silty,Hybrid-A
40.2,53.88,64.45,29.6,42.37,7.98,746.22,Barley,Chalky,BH-902
59.0,75.03,120.23,23.27,57.74,7.98,740.06,Wheat,Chalky,Lok-1
84.89,37.85,79.12,25.4,64.53,6.79,1171.27,Tomato,Loamy,Arka Vikas
98.13,46.85,66.26,22.16,90.82,5.76,1438.82,Potato,Peaty,Kufri Pukhraj
44.8,62.81,120.33,23.81,43.72,8.01,808.04,Wheat,Chalky,HD-2967
39.82,29.99,60.86,27.94,45.4,6.04,588.94,Potato,Sandy,Kufri Pukhraj
25.04,27.88,55.01,26.82,46.13,6.15,455.51,Potato,Sandy,Kufri Pukhraj
72.77,54.2,83.43,25.83,77.96,7.44,1540.83,Maize,Silty,Pioneer-3396
36.03,75.82,95.73,29.75,35.94,7.94,895.62,Millet,Chalky,ICTP-8203
102.84,60.91,117.4,24.96,65.19,6.46,1361.71,Wheat,Clay,Lok-1
82.95,49.15,86.48,22.48,59.63,7.07,1118.22,Barley,Loamy,RD-2552
33.5,44.16,72.18,23.32,39.55,7.93,886.14,Barley,Chalky,BH-902
49.27,18.3,74.88,29.56,44.38,6.16,595.16,Barley,Sandy,BH-902
47.79,69.26,125.2,27.03,39.69,7.61,866.5,Millet,Chalky,RHB-173
88.89,49.74,93.34,19.82,76.1,6.29,893.98,Vegetables,Silty,Hybrid-A
120.0,45.45,113.11,23.85,70.95,6.49,1195.75,Potato,Loamy,Kufri Jyoti
57.11,27.71,55.98,30.04,47.59,6.48,358.38,Potato,Sandy,Kufri Pukhraj
80.39,61.7,105.67,27.76,64.37,6.93,1574.6,Sugarcane,Clay,Co-0118
60.83,48.81,57.92,21.85,65.28,6.27,1131.68,Maize,Loamy,HQPM-1
70.21,57.35,100.31,25.9,63.9,6.93,1002.29,Soybean,Loamy,JS-335
86.95,58.12,97.54,26.8,66.8,6.74,1242.48,Soybean,Loamy,MAUS-71
50.91,90.0,124.52,29.97,52.79,8.21,978.1,Millet,Chalky,RHB-173
103.94,38.53,79.55,24.98,56.15,6.29,1308.15,Tomato,Loamy,Arka Vikas
67.1,50.47,86.45,22.57,63.8,6.82,1728.49,Watermelon,Silty,Sugar Baby
73.19,52.06,68.92,21.2,68.15,7.62,1137.2,Vegetables,Silty,Hybrid-B
49.2,60.5,86.11,23.37,56.64,7.63,1078.4,Wheat,Chalky,PBW-343
57.57,40.9,62.77,24.29,56.57,6.71,1553.12,Rice,Silty,Swarna
79.47,54.1,96.09,26.75,73.72,6.88,1610.91,Vegetables,Silty,Hybrid-B
64.29,33.45,40.98,24.89,56.5,5.67,934.07,Groundnut,Sandy,TAG-24
109.2,51.36,125.23,25.54,63.52,6.93,1363.31,Wheat,Clay,PBW-343
55.99,42.46,83.31,26.16,52.34,7.9,871.67,Wheat,Chalky,Lok-1
74.24,35.18,93.29,21.96,71.14,6.86,1039.2,Tomato,Loamy,Roma
91.39,48.76,84.38,20.6,65.58,5.86,1124.87,Maize,Loamy,HQPM-1
86.51,32.28,112.84,26.01,59.35,6.78,707.86,Wheat,Clay,PBW-343
72.07,36.97,65.53,24.96,61.31,7.11,1262.16,Maize,Loamy,DHM-117
28.4,29.51,40.14,26.33,44.13,6.82,773.02,Watermelon,Sandy,Crimson Sweet
43.62,22.1,62.5,24.96,34.68,6.05,786.64,Millet,Sandy,HHB-67
48.84,29.18,66.47,23.99,70.0,7.77,684.98,Watermelon,Chalky,Arka Manik
88.66,48.05,130.0,29.29,65.97,7.02,1624.51,Maize,Loamy,HQPM-1
43.54,32.36,34.04,29.47,32.23,5.85,812.18,Millet,Sandy,RHB-173
53.25,26.03,55.48,27.62,51.65,5.8,1042.06,Groundnut,Sandy,JL-24
96.39,15.0,70.88,24.43,81.03,5.24,1530.85,Potato,Peaty,Kufri Jyoti
97.73,35.17,85.29,21.19,82.5,5.43,1176.49,Rice,Peaty,IR64
33.84,50.44,83.63,27.06,53.45,8.15,557.56,Barley,Chalky,BH-902
78.67,65.11,118.39,25.49,74.35,6.74,1577.37,Millet,Clay,HHB-67
131.05,59.52,124.52,21.14,69.65,6.48,1266.35,Cotton,Clay,Bt-1
97.08,63.85,126.09,23.34,69.05,6.59,1539.82,Rice,Clay,Swarna
76.2,44.58,61.0,26.94,75.89,7.26,1219.28,Maize,Silty,HQPM-1
109.2,67.44,121.83,24.07,81.35,6.62,1372.86,Rice,Clay,Basmati-370
98.11,33.23,62.71,22.13,76.1,5.2,1677.12,Potato,Peaty,Kufri Jyoti
33.75,32.19,53.98,32.0,36.24,6.45,708.54,Groundnut,Sandy,TAG-24
37.93,54.32,83.2,27.74,39.76,8.36,840.18,Millet,Chalky,RHB-173
106.64,71.18,95.81,18.69,80.46,7.16,1561.03,Tomato,Clay,Pusa Ruby
109.33,23.26,52.3,19.36,77.33,4.85,1327.53,Tea,Peaty,TV-1
51.24,33.42,44.14,24.94,29.53,6.02,649.58,Potato,Sandy,Kufri Bahar
114.47,44.86,115.95,26.86,65.61,5.9,1711.75,Rice,Clay,Basmati-370
67.11,63.02,85.57,22.57,47.11,8.6,851.74,Barley,Chalky,RD-2552
88.37,46.23,67.4,25.09,65.02,7.44,948.68,Sugarcane,Loamy,Co-0238
46.31,26.54,48.7,30.55,49.94,6.98,641.9,Rice,Sandy,Basmati-370
81.56,42.87,124.02,27.14,66.54,7.01,1610.93,Watermelon,Clay,Arka Manik
41.54,26.69,70.55,35.21,51.11,6.44,893.28,Potato,Sandy,Kufri Pukhraj
67.96,40.36,76.24,27.8,63.85,7.26,1635.39,Wheat,Loamy,HD-2967
85.86,43.01,111.11,19.9,53.78,5.84,1478.84,Wheat,Loamy,PBW-343
137.56,32.65,77.52,19.56,70.53,4.95,1505.32,Rice,Peaty,Basmati-370
64.63,42.14,100.92,27.37,77.36,6.97,1124.44,Cotton,Loamy,Suraj
115.73,55.52,112.51,24.25,71.62,6.7,1357.84,Sugarcane,Clay,Co-86032
98.53,53.1,114.44,29.7,64.41,6.91,1178.24,Millet,Clay,ICTP-8203
75.26,60.11,129.13,25.02,71.96,7.46,1224.07,Wheat,Clay,Lok-1
93.51,59.8,91.02,31.17,74.38,7.9,1751.89,Wheat,Silty,PBW-343
78.96,47.72,79.01,28.78,67.18,6.56,1367.87,Wheat,Silty,PBW-343
67.02,54.38,69.23,31.11,73.82,6.49,1338.33,Rice,Silty,Swarna
120.28,17.32,53.86,21.0,87.05,5.34,1967.13,Potato,Peaty,Kufri Bahar
42.88,66.68,83.63,25.51,51.24,7.84,583.32,Millet,Chalky,HHB-67
38.0,69.73,83.61,29.22,60.55,7.94,756.25,Barley,Chalky,BH-902
57.28,62.65,140.0,24.05,58.45,8.36,481.44,Wheat,Chalky,HD-2967
98.41,58.7,96.88,25.03,46.93,7.18,1318.89,Maize,Loamy,Pioneer-3396
49.74,27.87,58.4,29.7,52.19,5.2,706.06,Potato,Sandy,Kufri Bahar
71.69,17.35,56.44,26.66,52.84,5.9,564.72,Cotton,Sandy,Suraj
112.29,58.05,126.66,22.39,79.61,5.5,1890.39,Cotton,Clay,Suraj
34.54,64.9,99.79,23.48,42.66,7.55,791.7,Cotton,Chalky,Bt-2
49.23,37.42,91.68,18.31,71.4,6.61,1457.61,Vegetables,Silty,Local-1
45.37,34.99,49.44,26.83,44.56,6.74,515.47,Cotton,Sandy,Suraj
66.9,31.89,96.73,25.85,77.89,6.32,1191.58,Rice,Silty,Swarna
96.57,36.38,91.28,27.56,71.2,7.8,1294.04,Sugarcane,Loamy,Co-0118
110.68,64.61,133.99,28.43,62.19,6.52,1630.7,Wheat,Clay,HD-2967
108.84,34.69,76.73,17.47,77.53,6.3,1508.12,Potato,Peaty,Kufri Pukhraj
20.36,53.81,50.4,26.0,61.01,7.98,584.52,Cotton,Chalky,Bt-2
70.23,32.98,134.15,24.75,70.86,7.29,655.14,Rice,Silty,IR64
121.45,38.08,44.48,21.35,74.93,5.46,1312.66,Tea,Peaty,TV-1
132.67,38.81,63.5,18.2,76.54,4.86,1365.6,Potato,Peaty,Kufri Jyoti
109.69,25.91,66.52,19.52,82.86,4.98,1546.34,Potato,Peaty,Kufri Pukhraj
69.6,67.26,142.04,22.83,79.97,6.73,1447.06,Cotton,Clay,Suraj
111.77,65.4,115.88,27.86,79.33,6.8,1408.21,Rice,Clay,IR64
89.8,35.71,97.93,24.36,52.89,7.17,1353.37,Tomato,Loamy,Roma
65.8,54.51,118.12,27.55,75.75,7.34,859.75,Rice,Clay,Basmati-370
89.16,38.92,109.74,28.28,62.68,6.79,1286.31,Soybean,Loamy,MAUS-71
49.62,58.91,112.22,27.4,38.58,8.16,655.18,Barley,Chalky,RD-2552
102.81,37.86,77.43,19.86,70.22,5.37,1775.42,Sugarcane,Peaty,Co-86032
64.45,58.32,84.81,23.01,66.17,6.84,1117.31,Sugarcane,Loamy,Co-0238
110.37,29.33,126.61,22.14,68.53,7.43,1269.15,Rice,Clay,Basmati-370
101.41,37.36,61.45,31.68,65.79,6.76,1162.61,Maize,Loamy,DHM-117
93.7,31.85,81.77,17.14,72.81,6.11,1706.64,Vegetables,Peaty,Hybrid-A
59.54,38.62,65.04,30.74,34.42,5.44,818.55,Watermelon,Sandy,Arka Manik
49.46,46.26,95.95,29.83,61.06,7.97,1300.0,Barley,Chalky,BH-902
72.23,24.96,56.55,27.54,42.3,6.41,813.34,Watermelon,Sandy,Crimson Sweet
41.23,22.49,41.2,32.55,37.85,6.65,764.2,Groundnut,Sandy,TAG-24
83.83,29.06,89.24,18.64,68.87,7.75,970.91,Maize,Silty,Pioneer-3396
98.97,28.53,87.06,18.67,82.83,5.02,1830.6,Vegetables,Peaty,Local-1
71.86,45.51,67.16,30.56,62.8,6.68,1212.05,Maize,Loamy,HQPM-1
69.01,60.68,100.99,32.03,44.67,7.95,897.46,Millet,Chalky,HHB-67
35.6,30.17,43.22,29.56,58.14,5.71,629.32,Potato,Sandy,Kufri Bahar
89.42,58.37,75.71,25.52,78.69,7.55,905.32,Maize,Loamy,HQPM-1
46.34,79.62,85.65,29.35,45.36,8.14,493.55,Wheat,Chalky,Lok-1
67.34,53.21,111.81,32.29,33.37,8.15,1140.68,Barley,Chalky,BH-902
65.94,28.46,53.03,30.32,43.32,6.12,709.11,Millet,Sandy,ICTP-8203
139.25,64.88,46.04,21.21,71.91,5.28,1698.82,Tea,Peaty,UPASI-9
36.36,20.1,50.01,28.09,42.71,5.93,791.76,Millet,Sandy,HHB-67
93.39,49.45,118.49,26.22,73.55,6.27,1457.12,Vegetables,Clay,Local-1
84.65,46.85,91.51,23.58,57.88,6.53,830.95,Maize,Loamy,DHM-117
38.58,78.68,67.81,26.68,34.3,7.43,729.0,Wheat,Chalky,HD-2967
101.32,55.77,102.61,25.88,70.78,6.78,1356.45,Maize,Loamy,DHM-117
103.67,39.88,93.42,14.43,81.13,5.16,1997.54,Potato,Peaty,Kufri Jyoti
73.69,60.57,104.67,21.66,68.87,6.73,1087.36,Vegetables,Silty,Hybrid-B
64.12,38.07,40.02,28.92,48.69,7.37,916.94,Potato,Sandy,Kufri Jyoti
38.63,74.98,88.07,24.13,54.11,7.65,560.34,Wheat,Chalky,Lok-1
47.05,64.18,80.64,25.5,53.93,8.38,880.02,Cotton,Chalky,Bt-1
142.07,50.67,77.68,25.81,81.08,5.73,2303.55,Rice,Peaty,Swarna
100.87,43.97,89.31,25.45,65.0,7.37,960.05,Cotton,Loamy,Bt-2
95.0,47.43,88.34,21.18,60.29,6.86,971.12,Groundnut,Loamy,TAG-24
65.32,46.61,83.62,23.88,59.42,7.15,1264.8,Rice,Silty,Basmati-370
134.87,59.5,72.87,23.58,64.4,7.19,1422.94,Cotton,Clay,Bt-2
46.31,30.2,61.58,31.06,47.24,6.89,413.93,Potato,Sandy,Kufri Pukhraj
46.91,22.07,55.96,30.61,45.15,5.81,718.28,Watermelon,Sandy,Arka Manik
104.22,29.5,55.12,21.01,83.05,5.02,1571.28,Rice,Peaty,IR64
77.89,61.37,109.16,24.71,65.43,7.66,1564.87,Rice,Silty,Basmati-370
47.75,51.38,91.0,25.02,60.15,7.91,682.3,Wheat,Chalky,PBW-343
99.32,59.55,116.62,25.43,65.9,6.43,1157.34,Maize,Silty,Pioneer-3396
101.27,72.62,135.64,26.1,66.36,7.4,1351.84,Rice,Clay,IR64
54.48,24.83,53.92,32.27,41.44,6.72,512.57,Watermelon,Sandy,Sugar Baby
125.0,39.84,61.4,12.0,84.41,4.95,1673.03,Sugarcane,Peaty,Co-86032
53.17,57.44,112.61,25.34,34.3,7.87,683.21,Vegetables,Chalky,Hybrid-A
110.47,42.26,58.36,17.89,73.5,6.09,1309.13,Vegetables,Peaty,Hybrid-A
65.1,43.75,89.4,19.76,78.98,7.28,1246.75,Rice,Silty,Swarna
50.57,29.43,121.45,24.35,42.33,8.02,870.53,Cotton,Chalky,Bt-2
31.4,50.37,86.56,21.31,61.45,8.04,1021.96,Wheat,Chalky,HD-2967
38.79,30.57,67.82,23.22,55.57,6.24,367.06,Potato,Sandy,Kufri Jyoti
140.0,52.54,86.18,27.39,86.63,6.12,1997.52,Rice,Clay,IR64
118.27,35.69,125.29,25.47,68.75,6.59,1377.69,Cotton,Clay,Suraj
76.66,48.89,83.61,28.22,69.87,6.7,962.86,Wheat,Loamy,PBW-343
45.87,37.29,46.79,33.48,40.04,6.27,499.78,Watermelon,Sandy,Sugar Baby
124.91,50.29,35.65,18.68,83.18,6.26,2136.17,Rice,Peaty,Swarna
112.74,44.93,92.99,27.63,61.17,7.34,1154.04,Wheat,Clay,Lok-1
137.33,48.8,92.04,21.06,69.56,4.92,1221.88,Wheat,Peaty,PBW-343
119.51,45.18,59.53,17.33,75.15,5.57,1470.54,Vegetables,Peaty,Hybrid-A
96.67,48.73,75.82,22.28,59.56,6.4,1561.26,Maize,Silty,Pioneer-3396
54.68,27.95,56.11,31.94,33.79,6.16,598.11,Groundnut,Sandy,TAG-24
126.54,58.98,117.07,23.34,66.43,7.02,1830.56,Rice,Clay,IR64
102.69,23.35,63.74,20.13,76.59,5.23,1962.82,Rice,Peaty,IR64
68.62,69.07,76.72,22.98,48.64,7.57,738.02,Wheat,Chalky,Lok-1
72.15,71.88,102.23,27.11,73.04,6.2,1822.88,Wheat,Clay,Lok-1
48.64,33.93,61.64,33.42,52.57,6.96,647.26,Watermelon,Sandy,Arka Manik
85.97,56.03,84.43,27.54,66.16,6.44,978.82,Soybean,Loamy,JS-335
132.61,15.0,64.63,22.51,77.82,5.94,1882.56,Maize,Peaty,DHM-117
130.55,28.94,37.02,24.16,84.95,5.43,1739.06,Tea,Peaty,UPASI-9
84.29,38.37,80.28,30.97,50.37,6.16,1253.38,Sugarcane,Loamy,Co-0238
60.65,53.92,109.63,29.92,32.93,8.01,341.13,Millet,Chalky,ICTP-8203
61.93,34.87,74.79,25.86,71.84,7.33,1087.31,Cotton,Loamy,Bt-2
57.9,36.6,66.71,27.06,77.15,6.42,1716.48,Rice,Silty,IR64
62.29,65.12,73.23,26.32,56.09,7.98,445.52,Wheat,Chalky,PBW-343
91.94,48.69,122.88,32.0,67.57,6.62,1268.01,Maize,Silty,Pioneer-3396
121.82,69.19,139.67,28.29,68.42,6.78,1391.42,Cotton,Clay,Bt-1
32.03,38.67,56.49,23.62,57.25,6.71,605.0,Groundnut,Sandy,GG-20
44.94,20.16,41.58,25.79,52.0,6.14,830.7,Potato,Sandy,Kufri Jyoti
60.55,61.06,97.69,30.42,41.04,8.3,806.85,Millet,Chalky,RHB-173
23.53,42.91,57.08,23.68,51.09,7.32,1012.72,Barley,Chalky,DWRB-73
64.19,57.23,98.48,24.85,44.64,8.2,739.23,Wheat,Chalky,PBW-343
152.45,33.7,77.87,22.52,73.31,4.95,2158.51,Potato,Peaty,Kufri Bahar
72.43,35.44,86.37,27.06,70.96,6.34,1192.99,Soybean,Loamy,NRC-37
46.49,51.34,84.67,25.86,59.61,7.86,873.36,Cotton,Chalky,Bt-2
53.61,68.4,100.44,27.71,41.06,7.9,565.02,Cotton,Chalky,Bt-1
35.77,46.92,89.82,31.77,51.15,8.01,1062.9,Barley,Chalky,RD-2552
40.07,31.83,51.1,28.48,56.38,6.25,853.5,Potato,Sandy,Kufri Jyoti
93.03,47.01,117.19,27.74,62.72,6.81,1728.34,Wheat,Clay,PBW-343
87.61,57.33,109.71,32.45,65.77,6.64,1185.24,Cotton,Loamy,Bt-1
57.89,79.17,119.73,24.77,52.35,8.36,716.48,Millet,Chalky,ICTP-8203
93.01,31.43,93.88,23.8,57.51,7.52,1228.68,Tomato,Loamy,Arka Vikas
80.58,52.72,92.33,24.65,73.65,7.09,1236.97,Maize,Silty,Pioneer-3396
98.13,45.15,98.12,25.71,73.02,6.77,1714.79,Rice,Silty,IR64
98.22,75.0,84.78,22.9,67.79,6.93,1136.68,Wheat,Silty,PBW-343
141.96,38.03,87.06,19.06,87.0,5.14,1756.17,Tea,Peaty,TV-23
130.72,60.48,107.56,23.78,71.22,6.33,1490.28,Cotton,Clay,Suraj
73.62,28.89,106.08,24.21,68.58,5.6,1523.57,Wheat,Silty,Lok-1
48.71,50.67,96.55,27.1,42.28,8.12,1023.94,Cotton,Chalky,Bt-2
129.58,38.42,88.91,22.89,84.83,4.64,1575.01,Vegetables,Peaty,Hybrid-B
26.73,50.6,72.15,25.0,41.56,7.46,897.64,Millet,Chalky,RHB-173
44.54,24.05,70.01,26.78,38.86,6.39,738.82,Millet,Sandy,HHB-67
150.7,59.67,68.0,22.2,80.73,4.86,1160.16,Tea,Peaty,TV-1
108.5,42.28,97.8,28.49,58.75,6.92,1498.34,Vegetables,Silty,Local-1
102.88,31.06,89.44,21.38,77.07,5.78,1480.96,Rice,Peaty,Swarna
82.55,43.94,60.49,23.45,58.72,6.86,1817.22,Maize,Silty,HQPM-1
74.37,50.75,109.38,23.78,77.58,6.87,1297.05,Cotton,Loamy,Suraj
51.13,52.31,82.27,28.93,72.34,7.22,1072.63,Vegetables,Silty,Hybrid-B
99.42,25.0,99.84,27.54,66.85,7.16,1712.97,Sugarcane,Clay,Co-0118
40.25,36.8,50.44,33.96,45.47,6.32,660.49,Watermelon,Sandy,Crimson Sweet
70.46,33.49,73.2,27.82,75.99,6.25,965.98,Vegetables,Silty,Hybrid-B
59.87,40.84,81.17,23.33,67.8,7.15,1648.19,Millet,Silty,RHB-173
38.71,23.04,59.56,28.87,44.34,5.68,1055.2,Watermelon,Sandy,Sugar Baby
61.84,40.21,47.32,29.47,38.56,6.57,924.86,Groundnut,Sandy,TAG-24
36.72,62.47,56.04,30.74,59.9,7.46,604.51,Cotton,Chalky,Bt-1
38.2,56.9,40.0,30.76,62.21,7.92,1064.5,Barley,Chalky,RD-2552
49.68,60.56,105.14,27.12,32.29,7.77,989.71,Rice,Chalky,Swarna
84.75,66.93,119.71,23.09,75.64,6.96,1894.38,Cotton,Clay,Suraj
105.17,36.15,58.44,18.07,65.0,5.0,1725.97,Tea,Peaty,TV-23
63.15,58.59,95.96,26.37,64.79,7.17,1223.05,Sugarcane,Loamy,Co-86032
40.71,63.03,94.91,26.35,44.46,8.04,701.11,Barley,Chalky,DWRB-73
88.98,59.63,64.14,22.43,62.6,6.87,1649.46,Vegetables,Silty,Local-1
80.0,44.75,69.16,21.86,47.17,7.93,849.34,Cotton,Chalky,Suraj
64.58,43.28,123.26,23.64,75.48,6.72,1589.26,Watermelon,Silty,Crimson Sweet
76.44,63.79,86.92,24.09,68.09,7.13,1525.96,Groundnut,Loamy,JL-24
102.85,55.22,74.64,15.7,76.25,5.2,2060.4,Rice,Peaty,Swarna
56.43,66.0,72.97,22.31,48.34,8.13,380.65,Cotton,Chalky,Bt-1
95.8,43.64,123.13,23.11,61.49,6.12,1456.35,Cotton,Clay,Bt-2
56.78,63.06,63.46,24.77,74.77,6.48,1757.75,Millet,Silty,ICTP-8203
80.56,36.2,90.54,26.83,62.68,6.62,1086.76,Wheat,Loamy,HD-2967
40.62,30.66,50.1,34.82,41.78,6.38,774.15,Groundnut,Sandy,JL-24
47.82,27.12,45.51,32.35,51.37,7.05,576.33,Potato,Sandy,Kufri Pukhraj
100.8,36.46,127.52,27.07,73.76,7.54,1456.87,Cotton,Clay,Suraj
124.87,37.87,126.04,27.03,70.5,6.74,1571.22,Wheat,Clay,PBW-343
86.09,64.64,111.63,24.05,78.9,7.31,1173.26,Sugarcane,Clay,Co-86032
69.73,53.9,78.85,29.23,69.3,6.21,1147.59,Maize,Silty,Pioneer-3396
69.31,33.82,64.7,38.0,48.97,6.51,790.08,Sugarcane,Sandy,Co-86032
83.86,64.17,96.0,23.85,67.46,7.1,1108.38,Cotton,Loamy,Bt-1
99.0,45.69,63.0,20.34,84.68,5.83,1576.86,Rice,Peaty,Swarna
109.02,28.67,48.66,19.99,85.03,5.11,1713.01,Potato,Peaty,Kufri Jyoti
31.69,36.68,63.69,27.79,33.44,5.2,586.16,Sugarcane,Sandy,Co-0118
46.93,34.97,84.23,30.98,45.9,6.37,889.2,Groundnut,Sandy,TAG-24
62.22,21.76,60.59,27.44,31.34,6.73,864.63,Groundnut,Sandy,TAG-24
46.56,59.04,106.0,30.93,50.0,7.49,690.33,Cotton,Chalky,Bt-1
83.62,62.71,135.68,28.31,90.0,6.95,1939.01,Rice,Clay,Basmati-370
60.8,30.03,46.42,30.34,47.92,6.06,892.91,Millet,Sandy,ICTP-8203
57.27,49.49,72.82,22.2,45.29,7.78,842.94,Millet,Chalky,ICTP-8203
110.94,53.83,101.21,27.92,69.83,5.97,1710.77,Rice,Clay,IR64
92.96,30.41,73.78,24.94,71.92,6.57,1444.29,Groundnut,Loamy,JL-24
99.46,83.52,112.92,25.63,69.78,7.05,1530.87,Sugarcane,Clay,Co-86032
76.65,34.08,103.27,27.59,75.13,6.94,1103.78,Wheat,Loamy,Lok-1
100.54,52.52,84.78,21.57,75.57,6.72,1647.56,Vegetables,Silty,Hybrid-A
67.29,66.47,109.03,29.61,37.93,7.87,696.03,Wheat,Chalky,Lok-1
47.44,57.44,91.48,25.81,57.08,7.97,706.2,Cotton,Chalky,Suraj
101.35,64.41,105.26,20.77,69.16,7.73,1171.69,Rice,Clay,IR64
55.18,78.37,103.29,28.46,34.08,8.15,752.87,Rice,Chalky,IR64
59.01,57.24,128.67,23.86,29.08,8.28,970.1,Wheat,Chalky,PBW-343
85.83,33.54,88.58,23.59,73.58,7.11,1330.42,Wheat,Silty,PBW-343
86.19,44.54,118.42,24.26,63.66,6.56,1622.48,Wheat,Silty,HD-2967
143.3,32.48,89.26,23.26,87.74,6.12,1371.49,Potato,Peaty,Kufri Pukhraj
53.88,47.24,87.53,26.92,61.51,8.02,677.79,Maize,Chalky,Pioneer-3396
84.49,33.53,110.75,22.84,65.45,6.4,1076.95,Millet,Loamy,RHB-173
75.13,57.95,109.63,21.4,62.76,6.82,1019.7,Wheat,Loamy,HD-2967
23.8,24.89,52.45,27.6,51.92,6.64,667.19,Watermelon,Sandy,Sugar Baby
79.3,67.66,88.41,21.66,69.19,6.69,890.84,Wheat,Silty,PBW-343
42.29,58.71,79.3,27.56,66.43,6.7,1432.46,Wheat,Silty,HD-2967
80.2,53.3,101.32,27.38,61.22,6.81,934.69,Wheat,Silty,Lok-1
57.29,64.76,89.2,24.59,63.77,6.26,1286.74,Cotton,Loamy,Bt-1
33.52,63.46,86.77,26.56,50.84,8.16,708.21,Wheat,Chalky,Lok-1
91.48,74.59,135.99,28.15,78.0,6.71,1590.53,Rice,Clay,IR64
52.73,53.76,80.25,25.85,29.04,8.28,701.46,Wheat,Chalky,PBW-343
114.22,62.21,108.46,26.36,59.84,6.83,1252.62,Vegetables,Silty,Local-1
76.41,59.89,84.07,24.32,54.38,6.37,1572.37,Maize,Silty,Pioneer-3396
80.03,42.73,79.34,25.53,70.02,7.4,1302.78,Vegetables,Silty,Local-1
57.61,67.37,132.05,22.7,46.76,8.01,524.51,Barley,Chalky,DWRB-73
35.3,21.02,38.95,25.9,51.12,6.42,687.99,Potato,Sandy,Kufri Bahar
107.03,58.94,95.71,20.1,72.44,5.84,1722.43,Cotton,Clay,Bt-2
53.99,18.5,58.73,30.27,40.05,6.66,315.02,Potato,Sandy,Kufri Bahar
105.54,27.09,94.19,29.58,60.14,7.33,1346.36,Soybean,Loamy,JS-335
47.53,23.84,50.79,36.02,46.32,6.53,599.08,Watermelon,Sandy,Arka Manik
121.56,58.36,80.23,23.64,73.75,4.78,1496.91,Vegetables,Peaty,Local-1
118.01,50.8,41.0,19.77,69.99,4.21,1457.35,Tea,Peaty,TV-23
113.23,40.08,83.31,25.95,72.16,5.41,2527.6,Rice,Peaty,IR64
86.8,52.39,86.28,16.0,62.0,7.12,1014.66,Maize,Silty,DHM-117
105.68,60.3,90.76,26.31,66.19,5.6,1216.0,Rice,Silty,Basmati-370
103.39,61.11,62.48,25.93,77.32,6.49,1472.91,Barley,Silty,BH-902
67.04,38.28,90.52,24.65,69.71,6.16,1492.55,Maize,Silty,DHM-117
77.23,34.76,107.11,23.59,63.98,6.6,1571.95,Rice,Silty,IR64
73.38,49.33,94.86,22.42,70.45,6.92,1530.43,Cotton,Silty,Bt-2
54.39,17.79,66.09,29.68,53.91,6.21,652.74,Groundnut,Sandy,TAG-24
104.23,41.76,114.54,19.88,71.02,6.39,1354.62,Vegetables,Silty,Hybrid-A
51.17,27.23,51.21,29.38,50.01,6.36,555.93,Groundnut,Sandy,JL-24
97.84,45.21,71.53,24.72,69.48,6.5,1294.75,Maize,Loamy,DHM-117
82.67,54.25,85.4,27.54,75.23,6.3,1387.34,Vegetables,Silty,Local-1
89.34,51.28,110.7,27.62,79.76,6.67,1387.45,Sugarcane,Clay,Co-0118
92.15,63.11,121.02,19.28,80.56,6.87,1285.8,Sugarcane,Clay,Co-86032
58.15,57.86,99.85,22.64,76.66,6.89,1731.17,Rice,Silty,Basmati-370
24.78,52.59,95.8,23.26,52.41,7.95,773.26,Barley,Chalky,DWRB-73
91.0,80.89,77.07,26.59,72.43,6.73,1532.33,Sugarcane,Clay,Co-0238
